"Nest","Species","Site","technique","first_date","last_date","julian_day","exposure","max_chicks","proportion","prop_flag","exterior_fence","entry_fence","interior_fence","lights"
"I-8011-14","LETE","Cottonwood Ranch","inside",2014-06-26,2014-07-29,177,33,1,0,"Good",0,0,0,0
"I-8012-14","LETE","Cottonwood Ranch","inside",2014-06-26,2014-08-13,177,48,2,1,"Good",0,0,0,0
"I-8013-14","LETE","Cottonwood Ranch","inside",2014-07-01,2014-07-29,182,28,2,0,"Good",0,0,0,0
"I-8014-14","LETE","Cottonwood Ranch","inside",2014-07-01,2014-07-31,182,30,2,0,"Good",0,0,0,0
"I-8015-14","LETE","Cottonwood Ranch","inside",2014-07-01,2014-08-11,182,41,2,0,"Good",0,0,0,0
"I-9001-13","PIPL","Leaman","inside",2013-05-30,2013-07-24,150,55,4,1,"Good",0,0,0,0
"I-9001-14","LETE","Leaman","inside",2014-05-27,2014-07-30,147,64,3,0.666666666666667,"Good",0,0,0,0
"I-9001-15","PIPL","Leaman","inside",2015-05-05,2015-06-11,125,37,0,0,"Good",0,0,0,0
"I-9001-16","PIPL","Leaman","inside",2016-05-09,2016-07-07,130,59,4,1,"Good",0,0,0,0
"I-9002-14","LETE","Leaman","inside",2014-05-27,2014-07-30,147,64,2,0.5,"Good",0,0,0,0
"I-9002-15","PIPL","Leaman","inside",2015-05-07,2015-07-10,127,64,4,1,"Good",0,0,0,0
"I-9002-16","PIPL","Leaman","inside",2016-05-17,2016-06-29,138,43,4,0,"Good",0,0,0,0
"I-9003-13","LETE","Leaman","inside",2013-06-27,2013-07-24,178,27,2,0,"Good",0,0,0,0
"I-9003-14","LETE","Leaman","inside",2014-05-29,2014-07-10,149,42,1,0,"Good",0,0,0,0
"I-9003-15","PIPL","Leaman","inside",2015-05-11,2015-07-11,131,61,4,0.75,"Good",0,0,0,0
"I-9003-16","LETE","Leaman","inside",2016-05-31,2016-07-20,152,50,3,0.666666666666667,"Good",0,0,0,0
"I-9004-13","LETE","Leaman","inside",2013-07-05,2013-07-28,186,23,0,0,"Good",0,0,0,0
"I-9004-14","LETE","Leaman","inside",2014-05-29,2014-06-24,149,26,2,0,"Good",0,0,0,0
"I-9004-15","PIPL","Leaman","inside",2015-05-25,2015-07-28,145,64,4,0.5,"Good",0,0,0,0
"I-9004-16","LETE","Leaman","inside",2016-05-31,2016-07-18,152,48,3,0.666666666666667,"Good",0,0,0,0
"I-9005-14","LETE","Leaman","inside",2014-05-29,2014-08-06,149,69,1,1,"Good",0,0,0,0
"I-9005-15","LETE","Leaman","inside",2015-05-25,2015-07-07,145,43,2,0,"Good",0,0,0,0
"I-9005-16","LETE","Leaman","inside",2016-05-31,2016-07-20,152,50,3,0.666666666666667,"Good",0,0,0,0
"I-9006-13","LETE","Leaman","inside",2013-07-10,2013-08-09,191,30,2,0,"Good",0,0,0,0
"I-9006-14","LETE","Leaman","inside",2014-05-29,2014-07-03,149,35,3,0,"Good",0,0,0,0
"I-9006-15","LETE","Leaman","inside",2015-05-27,2015-07-11,147,45,1,1,"Good",0,0,0,0
"I-9006-16","LETE","Leaman","inside",2016-05-31,2016-07-20,152,50,3,0.333333333333333,"Good",0,0,0,0
"I-9007-14","LETE","Leaman","inside",2014-05-29,2014-08-01,149,64,3,0.666666666666667,"Good",0,0,0,0
"I-9007-15","LETE","Leaman","inside",2015-06-01,2015-07-21,152,50,3,0.666666666666667,"Good",0,0,0,0
"I-9007-16","LETE","Leaman","inside",2016-05-31,2016-06-29,152,29,2,0,"Good",0,0,0,0
"I-9008-14","LETE","Leaman","inside",2014-05-29,2014-08-01,149,64,2,0.5,"Good",0,0,0,0
"I-9008-15","LETE","Leaman","inside",2015-06-01,2015-07-17,152,46,2,0.5,"Good",0,0,0,0
"I-9008-16","LETE","Leaman","inside",2016-06-02,2016-07-20,154,48,3,0.666666666666667,"Good",0,0,0,0
"I-9009-16","LETE","Leaman","inside",2016-06-02,2016-07-25,154,53,3,0.333333333333333,"Good",0,0,0,0
"I-9010-14","LETE","Leaman","inside",2014-06-02,2014-06-26,153,24,0,0,"Good",0,0,0,0
"I-9010-16","LETE","Leaman","inside",2016-06-02,2016-07-18,154,46,3,0,"Good",0,0,0,0
"I-9011-16","LETE","Leaman","inside",2016-06-04,2016-07-13,156,39,3,0,"Good",0,0,0,0
"I-9012-14","LETE","Leaman","inside",2014-06-02,2014-06-24,153,22,1,0,"Good",0,0,0,0
"I-9013-14","LETE","Leaman","inside",2014-06-02,2014-07-10,153,38,1,0,"Good",0,0,0,0
"I-9013-15","LETE","Leaman","inside",2015-06-01,2015-07-10,152,39,2,0,"Good",0,0,0,0
"I-9013-16","LETE","Leaman","inside",2016-06-08,2016-07-25,160,47,3,0.333333333333333,"Good",0,0,0,0
"I-9014-14","LETE","Leaman","inside",2014-06-02,2014-06-24,153,22,0,0,"Good",0,0,0,0
"I-9014-15","LETE","Leaman","inside",2015-06-02,2015-08-07,153,66,1,1,"Good",0,0,0,0
"I-9014-16","LETE","Leaman","inside",2016-06-09,2016-07-25,161,46,2,0.5,"Good",0,0,0,0
"I-9015-14","LETE","Leaman","inside",2014-06-02,2014-07-10,153,38,2,0,"Good",0,0,0,0
"I-9015-15","LETE","Leaman","inside",2015-06-03,2015-07-10,154,37,3,0,"Good",0,0,0,0
"I-9015-16","LETE","Leaman","inside",2016-06-14,2016-07-25,166,41,3,0,"Good",0,0,0,0
"I-9016-14","LETE","Leaman","inside",2014-06-05,2014-07-15,156,40,1,0,"Good",0,0,0,0
"I-9016-16","PIPL","Leaman","inside",2016-06-14,2016-08-11,166,58,3,0.666666666666667,"Good",0,0,0,0
"I-9017-15","LETE","Leaman","inside",2015-06-05,2015-07-28,156,53,2,0.5,"Good",0,0,0,0
"I-9017-16","PIPL","Leaman","inside",2016-06-14,2016-08-11,166,58,3,0,"Good",0,0,0,0
"I-9018-14","LETE","Leaman","inside",2014-06-10,2014-07-17,161,37,1,0,"Good",0,0,0,0
"I-9018-15","LETE","Leaman","inside",2015-06-08,2015-07-07,159,29,3,0,"Good",0,0,0,0
"I-9019-14","PIPL","Leaman","inside",2014-06-16,2014-08-11,167,56,4,1,"Good",0,0,0,0
"I-9019-15","LETE","Leaman","inside",2015-06-08,2015-07-21,159,43,3,0.333333333333333,"Good",0,0,0,0
"I-9020-14","LETE","Leaman","inside",2014-06-19,2014-08-05,170,47,3,0.666666666666667,"Good",0,0,0,0
"I-9020-15","LETE","Leaman","inside",2015-06-11,2015-07-28,162,47,2,0.5,"Good",0,0,0,0
"I-9021-14","PIPL","Leaman","inside",2014-06-19,2014-08-22,170,64,3,1,"Good",0,0,0,0
"I-9021-15","LETE","Leaman","inside",2015-06-12,2015-07-28,163,46,3,0.333333333333333,"Good",0,0,0,0
"I-9022-14","PIPL","Leaman","inside",2014-06-24,2014-08-19,175,56,2,1,"Good",0,0,0,0
"I-9022-15","LETE","Leaman","inside",2015-06-12,2015-07-30,163,48,3,0.666666666666667,"Good",0,0,0,0
"I-9023-14","LETE","Leaman","inside",2014-06-24,2014-08-05,175,42,1,1,"Good",0,0,0,0
"I-9023-15","LETE","Leaman","inside",2015-06-12,2015-07-21,163,39,2,0,"Good",0,0,0,0
"I-9024-14","LETE","Leaman","inside",2014-07-01,2014-08-07,182,37,3,0,"Good",0,0,0,0
"I-9024-15","LETE","Leaman","inside",2015-06-12,2015-07-14,163,32,1,0,"Good",0,0,0,0
"I-9025-14","LETE","Leaman","inside",2014-07-01,2014-08-07,182,37,3,0,"Good",0,0,0,0
"I-9025-15","LETE","Leaman","inside",2015-06-15,2015-07-30,166,45,2,1,"Good",0,0,0,0
"I-9026-15","LETE","Leaman","inside",2015-06-17,2015-07-17,168,30,1,0,"Good",0,0,0,0
"I-9027-14","LETE","Leaman","inside",2014-06-26,2014-07-19,177,23,0,0,"Good",0,0,0,0
"I-9028-15","PIPL","Leaman","inside",2015-06-19,2015-08-12,170,54,4,0,"Good",0,0,0,0
"I-9029-15","LETE","Leaman","inside",2015-06-19,2015-08-06,170,48,2,0.5,"Good",0,0,0,0
"I-9030-15","LETE","Leaman","inside",2015-06-23,2015-08-06,174,44,3,1,"Good",0,0,0,0
"I-9031-15","LETE","Leaman","inside",2015-06-23,2015-07-30,174,37,2,1,"Good",0,0,0,0
"I-9032-15","PIPL","Leaman","inside",2015-06-25,2015-08-12,176,48,3,0,"Good",0,0,0,0
"I-9033-14","LETE","Leaman","inside",2014-07-08,2014-08-04,189,27,2,0,"Good",0,0,0,0
"I-9033-15","LETE","Leaman","inside",2015-07-01,2015-08-12,182,42,3,0.666666666666667,"Good",0,0,0,0
"I-9034-14","LETE","Leaman","inside",2014-07-10,2014-08-19,191,40,2,1,"Good",0,0,0,0
"I-9034-15","LETE","Leaman","inside",2015-07-01,2015-08-06,182,36,1,0,"Good",0,0,0,0
"I-9035-15","LETE","Leaman","inside",2015-07-07,2015-07-28,188,21,0,0,"Good",0,0,0,0
"I-9036-14","LETE","Leaman","inside",2014-07-15,2014-08-22,196,38,3,0,"Good",0,0,0,0
"I-9036-15","LETE","Leaman","inside",2015-07-07,2015-07-28,188,21,0,0,"Good",0,0,0,0
"I-9037-14","LETE","Leaman","inside",2014-07-15,2014-08-05,196,21,0,0,"Good",0,0,0,0
"I-9037-15","LETE","Leaman","inside",2015-07-07,2015-08-12,188,36,2,0.5,"Good",0,0,0,0
"I-9038-14","LETE","Leaman","inside",2014-07-17,2014-08-07,198,21,0,0,"Good",0,0,0,0
"I-9039-15","LETE","Leaman","inside",2015-07-07,2015-08-12,188,36,2,0,"Good",0,0,0,0
"O-BFS-01-13","PIPL","Kearney Broadfoot South","outside",2013-05-14,2013-07-12,134,59,4,0.5,"Good",0,0,0,0
"O-BFS-01-14","PIPL","Kearney Broadfoot South","outside",2014-04-28,2014-06-11,118,44,0,0,"Good",0,0,0,0
"O-BFS-01-17","PIPL","Kearney Broadfoot South","outside",2017-05-08,2017-06-29,128,52,3,0,"Good",0,0,0,0
"O-BFS-01-18","PIPL","Kearney Broadfoot South","outside",2018-05-14,2018-07-05,134,52,4,0.25,"Good",0,0,0,0
"O-BFS-01-21","PIPL","Kearney Broadfoot South","outside",2021-05-06,2021-07-02,126,57,3,0.666666666666667,"Good",0,1,1,1
"O-BFS-01-22","PIPL","Kearney Broadfoot South","outside",2022-05-09,2022-06-17,129,39,4,0,"Good",0,1,1,1
"O-BFS-01-23","PIPL","Kearney Broadfoot South","outside",2023-05-08,2023-07-05,128,58,4,0.25,"Good",0,1,1,1
"O-BFS-02-13","PIPL","Kearney Broadfoot South","outside",2013-05-16,2013-07-18,136,63,2,0.5,"Good",0,0,0,0
"O-BFS-02-14","PIPL","Kearney Broadfoot South","outside",2014-05-12,2014-07-10,132,59,3,0,"Good",0,0,0,0
"O-BFS-02-16","PIPL","Kearney Broadfoot South","outside",2016-05-06,2016-07-01,127,56,4,1,"Good",0,0,0,0
"O-BFS-02-17","PIPL","Kearney Broadfoot South","outside",2017-05-08,2017-06-23,128,46,3,0,"Good",0,0,0,0
"O-BFS-02-18","PIPL","Kearney Broadfoot South","outside",2018-05-14,2018-06-29,134,46,3,0,"Good",0,0,0,0
"O-BFS-02-19","PIPL","Kearney Broadfoot South","outside",2019-05-03,2019-05-31,123,28,0,0,"Good",0,0,0,0
"O-BFS-02-20","PIPL","Kearney Broadfoot South","outside",2020-05-20,2020-06-23,141,34,1,0,"Good",0,1,1,0
"O-BFS-02-21","PIPL","Kearney Broadfoot South","outside",2021-05-10,2021-06-21,130,42,2,0,"Good",0,1,1,1
"O-BFS-02-23","PIPL","Kearney Broadfoot South","outside",2023-05-15,2023-07-11,135,57,2,0.5,"Good",0,1,1,1
"O-BFS-02-25","PIPL","Kearney Broadfoot South","outside",2025-05-12,2025-07-07,132,56,3,1,"Good",0,1,1,1
"O-BFS-03-16","PIPL","Kearney Broadfoot South","outside",2016-05-09,2016-06-17,130,39,4,0,"Good",0,0,0,0
"O-BFS-03-18","PIPL","Kearney Broadfoot South","outside",2018-05-24,2018-07-20,144,57,3,0.333333333333333,"Good",0,0,0,0
"O-BFS-03-23","PIPL","Kearney Broadfoot South","outside",2023-05-18,2023-07-11,138,54,4,0.5,"Good",0,1,1,1
"O-BFS-04-13","LETE","Kearney Broadfoot South","outside",2013-05-29,2013-07-16,149,48,2,1,"Good",0,0,0,0
"O-BFS-04-15","PIPL","Kearney Broadfoot South","outside",2015-05-08,2015-07-13,128,66,3,0.333333333333333,"Good",0,0,0,0
"O-BFS-04-17","PIPL","Kearney Broadfoot South","outside",2017-05-11,2017-07-13,131,63,3,0.666666666666667,"Good",0,0,0,0
"O-BFS-04-18","PIPL","Kearney Broadfoot South","outside",2018-05-24,2018-07-16,144,53,4,0.25,"Good",0,0,0,0
"O-BFS-04-23","PIPL","Kearney Broadfoot South","outside",2023-05-18,2023-07-05,138,48,4,0.5,"Good",0,1,1,1
"O-BFS-05-13","LETE","Kearney Broadfoot South","outside",2013-05-29,2013-07-18,149,50,3,1,"Good",0,0,0,0
"O-BFS-05-16","PIPL","Kearney Broadfoot South","outside",2016-05-26,2016-07-26,147,61,4,0,"Good",0,0,0,0
"O-BFS-05-17","PIPL","Kearney Broadfoot South","outside",2017-05-22,2017-06-23,142,32,2,0,"Good",0,0,0,0
"O-BFS-05-18","PIPL","Kearney Broadfoot South","outside",2018-05-21,2018-06-20,141,30,1,0,"Good",0,0,0,0
"O-BFS-05-19","PIPL","Kearney Broadfoot South","outside",2019-05-10,2019-06-10,130,31,3,0,"Good",0,0,0,0
"O-BFS-05-21","PIPL","Kearney Broadfoot South","outside",2021-05-10,2021-06-12,130,33,0,0,"Good",0,1,1,1
"O-BFS-05-23","PIPL","Kearney Broadfoot South","outside",2023-05-18,2023-07-05,138,48,4,0.25,"Good",0,1,1,1
"O-BFS-06-13","LETE","Kearney Broadfoot South","outside",2013-05-29,2013-07-25,149,57,2,1,"Good",0,0,0,0
"O-BFS-06-15","PIPL","Kearney Broadfoot South","outside",2015-05-15,2015-06-16,135,32,0,0,"Good",0,0,0,0
"O-BFS-06-16","LETE","Kearney Broadfoot South","outside",2016-05-31,2016-06-24,152,24,0,0,"Good",0,0,0,0
"O-BFS-06-17","PIPL","Kearney Broadfoot South","outside",2017-05-22,2017-06-23,142,32,0,0,"Good",0,0,0,0
"O-BFS-06-18","LETE","Kearney Broadfoot South","outside",2018-05-29,2018-07-09,149,41,2,0.5,"Good",0,0,0,0
"O-BFS-06-23","PIPL","Kearney Broadfoot South","outside",2023-05-18,2023-07-11,138,54,4,0.75,"Good",0,1,1,1
"O-BFS-07-14","LETE","Kearney Broadfoot South","outside",2014-06-11,2014-07-02,162,21,0,0,"Good",0,0,0,0
"O-BFS-07-15","LETE","Kearney Broadfoot South","outside",2015-06-09,2015-07-23,160,44,2,1,"Good",0,0,0,0
"O-BFS-07-16","LETE","Kearney Broadfoot South","outside",2016-06-03,2016-06-28,155,25,0,0,"Good",0,0,0,0
"O-BFS-07-17","PIPL","Kearney Broadfoot South","outside",2017-05-25,2017-06-26,145,32,4,0,"Good",0,0,0,0
"O-BFS-07-18","LETE","Kearney Broadfoot South","outside",2018-06-01,2018-07-09,152,38,2,0.5,"Good",0,0,0,0
"O-BFS-07-20","PIPL","Kearney Broadfoot South","outside",2020-05-26,2020-07-10,147,45,4,0.5,"Good",0,1,1,0
"O-BFS-07-21","LETE","Kearney Broadfoot South","outside",2021-05-20,2021-07-09,140,50,2,0.5,"Good",0,1,1,1
"O-BFS-07-22","PIPL","Kearney Broadfoot South","outside",2022-05-23,2022-07-05,143,43,4,1,"Good",0,1,1,1
"O-BFS-07-23","LETE","Kearney Broadfoot South","outside",2023-05-25,2023-07-07,145,43,3,0.333333333333333,"Good",0,1,1,1
"O-BFS-08-13","LETE","Kearney Broadfoot South","outside",2013-06-03,2013-07-18,154,45,1,1,"Good",0,0,0,0
"O-BFS-08-16","PIPL","Kearney Broadfoot South","outside",2016-06-03,2016-07-05,155,32,2,0,"Good",0,0,0,0
"O-BFS-08-18","PIPL","Kearney Broadfoot South","outside",2018-06-01,2018-07-26,152,55,3,0.333333333333333,"Good",0,0,0,0
"O-BFS-08-20","LETE","Kearney Broadfoot South","outside",2020-05-26,2020-06-23,147,28,3,0,"Good",0,1,1,0
"O-BFS-08-21","LETE","Kearney Broadfoot South","outside",2021-05-27,2021-06-21,147,25,0,0,"Good",0,1,1,1
"O-BFS-08-22","LETE","Kearney Broadfoot South","outside",2022-05-23,2022-07-07,143,45,3,0.666666666666667,"Good",0,1,1,1
"O-BFS-08-23","PIPL","Kearney Broadfoot South","outside",2023-05-30,2023-07-05,150,36,4,0.75,"Good",0,1,1,1
"O-BFS-08-25","LETE","Kearney Broadfoot South","outside",2025-05-30,2025-06-20,150,21,3,0,"Good",0,1,1,1
"O-BFS-09-14","PIPL","Kearney Broadfoot South","outside",2014-06-18,2014-08-08,169,51,3,0,"Good",0,0,0,0
"O-BFS-09-17","LETE","Kearney Broadfoot South","outside",2017-05-30,2017-07-17,150,48,3,0.333333333333333,"Good",0,0,0,0
"O-BFS-09-19","PIPL","Kearney Broadfoot South","outside",2019-05-13,2019-06-10,133,28,0,0,"Good",0,0,0,0
"O-BFS-09-20","LETE","Kearney Broadfoot South","outside",2020-05-29,2020-07-07,150,39,2,1,"Good",0,1,1,0
"O-BFS-09-22","LETE","Kearney Broadfoot South","outside",2022-05-23,2022-07-01,143,39,2,0.5,"Good",0,1,1,1
"O-BFS-09-23","LETE","Kearney Broadfoot South","outside",2023-05-30,2023-07-11,150,42,3,0.666666666666667,"Good",0,1,1,1
"O-BFS-10-14","PIPL","Kearney Broadfoot South","outside",2014-06-26,2014-08-11,177,46,4,0,"Good",0,0,0,0
"O-BFS-10-16","LETE","Kearney Broadfoot South","outside",2016-06-03,2016-07-18,155,45,2,1,"Good",0,0,0,0
"O-BFS-10-17","LETE","Kearney Broadfoot South","outside",2017-06-02,2017-07-24,153,52,2,0.5,"Good",0,0,0,0
"O-BFS-10-20","LETE","Kearney Broadfoot South","outside",2020-05-29,2020-07-17,150,49,3,0.666666666666667,"Good",0,1,1,0
"O-BFS-10-21","LETE","Kearney Broadfoot South","outside",2021-05-27,2021-07-12,147,46,3,0.666666666666667,"Good",0,1,1,1
"O-BFS-10-22","PIPL","Kearney Broadfoot South","outside",2022-05-27,2022-07-07,147,41,4,0.75,"Good",0,1,1,1
"O-BFS-10-23","LETE","Kearney Broadfoot South","outside",2023-05-30,2023-07-17,150,48,2,0,"Good",0,1,1,1
"O-BFS-10-25","PIPL","Kearney Broadfoot South","outside",2025-06-09,2025-08-04,160,56,3,0.666666666666667,"Good",0,1,1,1
"O-BFS-11-16","LETE","Kearney Broadfoot South","outside",2016-06-03,2016-07-01,155,28,0,0,"Good",0,0,0,0
"O-BFS-11-17","LETE","Kearney Broadfoot South","outside",2017-06-05,2017-07-24,156,49,2,1,"Good",0,0,0,0
"O-BFS-11-19","PIPL","Kearney Broadfoot South","outside",2019-05-13,2019-06-10,133,28,0,0,"Good",0,0,0,0
"O-BFS-11-20","LETE","Kearney Broadfoot South","outside",2020-05-29,2020-07-17,150,49,2,0.5,"Good",0,1,1,0
"O-BFS-11-21","LETE","Kearney Broadfoot South","outside",2021-05-27,2021-06-21,147,25,0,0,"Good",0,1,1,1
"O-BFS-11-23","LETE","Kearney Broadfoot South","outside",2023-05-30,2023-07-11,150,42,3,0.666666666666667,"Good",0,1,1,1
"O-BFS-11-25","LETE","Kearney Broadfoot South","outside",2025-06-09,2025-07-14,160,35,3,1,"Good",0,1,1,1
"O-BFS-12-17","LETE","Kearney Broadfoot South","outside",2017-06-08,2017-07-10,159,32,1,0,"Good",0,0,0,0
"O-BFS-12-18","LETE","Kearney Broadfoot South","outside",2018-06-07,2018-07-20,158,43,2,1,"Good",0,0,0,0
"O-BFS-12-20","LETE","Kearney Broadfoot South","outside",2020-05-29,2020-07-17,150,49,3,1,"Good",0,1,1,0
"O-BFS-12-21","LETE","Kearney Broadfoot South","outside",2021-06-01,2021-07-12,152,41,3,0.666666666666667,"Good",0,1,1,1
"O-BFS-12-22","PIPL","Kearney Broadfoot South","outside",2022-05-27,2022-07-18,147,52,4,0.25,"Good",0,1,1,1
"O-BFS-12-24","LETE","Kearney Broadfoot South","outside",2024-06-10,2024-07-15,162,35,1,1,"Good",0,1,1,1
"O-BFS-12-25","LETE","Kearney Broadfoot South","outside",2025-06-09,2025-07-21,160,42,2,1,"Good",0,1,1,1
"O-BFS-13-14","LETE","Kearney Broadfoot South","outside",2014-07-07,2014-08-11,188,35,2,0,"Good",0,0,0,0
"O-BFS-13-16","LETE","Kearney Broadfoot South","outside",2016-06-07,2016-07-18,159,41,1,1,"Good",0,0,0,0
"O-BFS-13-17","LETE","Kearney Broadfoot South","outside",2017-06-08,2017-07-03,159,25,1,0,"Good",0,0,0,0
"O-BFS-13-18","LETE","Kearney Broadfoot South","outside",2018-06-07,2018-07-09,158,32,3,0.333333333333333,"Good",0,0,0,0
"O-BFS-13-20","LETE","Kearney Broadfoot South","outside",2020-05-29,2020-07-17,150,49,1,1,"Good",0,1,1,0
"O-BFS-13-21","LETE","Kearney Broadfoot South","outside",2021-06-01,2021-07-09,152,38,3,0.333333333333333,"Good",0,1,1,1
"O-BFS-13-22","LETE","Kearney Broadfoot South","outside",2022-05-27,2022-07-11,147,45,2,1,"Good",0,1,1,1
"O-BFS-13-25","PIPL","Kearney Broadfoot South","outside",2025-06-09,2025-07-07,160,28,0,0,"Good",0,1,1,1
"O-BFS-14-14","PIPL","Kearney Broadfoot South","outside",2014-07-10,2014-08-11,191,32,2,0,"Good",0,0,0,0
"O-BFS-14-16","LETE","Kearney Broadfoot South","outside",2016-06-07,2016-07-18,159,41,3,1,"Good",0,0,0,0
"O-BFS-14-17","LETE","Kearney Broadfoot South","outside",2017-06-08,2017-06-29,159,21,0,0,"Good",0,0,0,0
"O-BFS-14-18","LETE","Kearney Broadfoot South","outside",2018-06-11,2018-07-23,162,42,2,1,"Good",0,0,0,0
"O-BFS-14-19","LETE","Kearney Broadfoot South","outside",2019-05-24,2019-06-17,144,24,0,0,"Good",0,0,0,0
"O-BFS-14-20","LETE","Kearney Broadfoot South","outside",2020-05-29,2020-07-21,150,53,2,1,"Good",0,1,1,0
"O-BFS-14-21","LETE","Kearney Broadfoot South","outside",2021-06-01,2021-06-22,152,21,0,0,"Good",0,1,1,1
"O-BFS-14-22","LETE","Kearney Broadfoot South","outside",2022-05-31,2022-07-18,151,48,3,0.666666666666667,"Good",0,1,1,1
"O-BFS-14-25","PIPL","Kearney Broadfoot South","outside",2025-06-16,2025-07-14,167,28,2,0,"Good",0,1,1,1
"O-BFS-15-13","LETE","Kearney Broadfoot South","outside",2013-06-11,2013-07-04,162,23,0,0,"Good",0,0,0,0
"O-BFS-15-16","LETE","Kearney Broadfoot South","outside",2016-06-07,2016-07-18,159,41,2,1,"Good",0,0,0,0
"O-BFS-15-17","LETE","Kearney Broadfoot South","outside",2017-06-08,2017-07-24,159,46,2,0.5,"Good",0,0,0,0
"O-BFS-15-19","LETE","Kearney Broadfoot South","outside",2019-05-24,2019-06-14,144,21,0,0,"Good",0,0,0,0
"O-BFS-15-20","LETE","Kearney Broadfoot South","outside",2020-06-01,2020-07-17,153,46,2,0.5,"Good",0,1,1,0
"O-BFS-15-22","LETE","Kearney Broadfoot South","outside",2022-06-03,2022-07-18,154,45,1,1,"Good",0,1,1,1
"O-BFS-15-23","LETE","Kearney Broadfoot South","outside",2023-06-02,2023-07-17,153,45,0,0,"Good",0,1,1,1
"O-BFS-16-13","LETE","Kearney Broadfoot South","outside",2013-06-11,2013-07-08,162,27,0,0,"Good",0,0,0,0
"O-BFS-16-14","LETE","Kearney Broadfoot South","outside",2014-07-10,2014-08-08,191,29,2,1,"Good",0,0,0,0
"O-BFS-16-17","PIPL","Kearney Broadfoot South","outside",2017-06-12,2017-07-17,163,35,3,0,"Good",0,0,0,0
"O-BFS-16-20","LETE","Kearney Broadfoot South","outside",2020-06-01,2020-07-10,153,39,1,0,"Good",0,1,1,0
"O-BFS-16-21","LETE","Kearney Broadfoot South","outside",2021-06-04,2021-07-12,155,38,3,0,"Good",0,1,1,1
"O-BFS-16-23","PIPL","Kearney Broadfoot South","outside",2023-06-05,2023-07-05,156,30,0,0,"Good",0,1,1,1
"O-BFS-16-24","PIPL","Kearney Broadfoot South","outside",2024-06-06,2024-07-11,158,35,3,0.333333333333333,"Good",0,1,1,1
"O-BFS-17-13","LETE","Kearney Broadfoot South","outside",2013-06-11,2013-07-23,162,42,3,1,"Good",0,0,0,0
"O-BFS-17-14","PIPL","Kearney Broadfoot South","outside",2014-06-18,2014-07-22,169,34,0,0,"Good",0,0,0,0
"O-BFS-17-16","LETE","Kearney Broadfoot South","outside",2016-06-07,2016-07-26,159,49,2,1,"Good",0,0,0,0
"O-BFS-17-17","LETE","Kearney Broadfoot South","outside",2017-06-12,2017-07-17,163,35,1,0,"Good",0,0,0,0
"O-BFS-17-18","LETE","Kearney Broadfoot South","outside",2018-06-14,2018-07-12,165,28,1,0,"Good",0,0,0,0
"O-BFS-17-19","LETE","Kearney Broadfoot South","outside",2019-05-28,2019-06-21,148,24,0,0,"Good",0,0,0,0
"O-BFS-17-20","LETE","Kearney Broadfoot South","outside",2020-06-01,2020-07-02,153,31,1,0,"Good",0,1,1,0
"O-BFS-17-22","LETE","Kearney Broadfoot South","outside",2022-06-03,2022-07-18,154,45,2,0.5,"Good",0,1,1,1
"O-BFS-17-23","LETE","Kearney Broadfoot South","outside",2023-06-05,2023-07-11,156,36,3,0,"Good",0,1,1,1
"O-BFS-17-25","LETE","Kearney Broadfoot South","outside",2025-06-23,2025-07-17,174,24,1,0,"Good",0,1,1,1
"O-BFS-18-18","LETE","Kearney Broadfoot South","outside",2018-06-18,2018-07-16,169,28,2,0,"Good",0,0,0,0
"O-BFS-18-20","LETE","Kearney Broadfoot South","outside",2020-06-01,2020-06-23,153,22,0,0,"Good",0,1,1,0
"O-BFS-18-22","LETE","Kearney Broadfoot South","outside",2022-06-03,2022-07-21,154,48,3,0.666666666666667,"Good",0,1,1,1
"O-BFS-18-23","LETE","Kearney Broadfoot South","outside",2023-06-05,2023-07-07,156,32,3,0.333333333333333,"Good",0,1,1,1
"O-BFS-18-24","LETE","Kearney Broadfoot South","outside",2024-06-18,2024-07-29,170,41,3,0.333333333333333,"Good",0,1,1,1
"O-BFS-19-17","LETE","Kearney Broadfoot South","outside",2017-06-12,2017-07-06,163,24,0,0,"Good",0,0,0,0
"O-BFS-19-18","LETE","Kearney Broadfoot South","outside",2018-06-18,2018-07-23,169,35,1,1,"Good",0,0,0,0
"O-BFS-19-20","PIPL","Kearney Broadfoot South","outside",2020-06-01,2020-07-17,153,46,4,0.25,"Good",0,1,1,0
"O-BFS-19-23","LETE","Kearney Broadfoot South","outside",2023-06-08,2023-07-14,159,36,2,1,"Good",0,1,1,1
"O-BFS-20-13","LETE","Kearney Broadfoot South","outside",2013-07-04,2013-07-30,185,26,0,0,"Good",0,0,0,0
"O-BFS-20-16","LETE","Kearney Broadfoot South","outside",2016-06-09,2016-07-18,161,39,2,1,"Good",0,0,0,0
"O-BFS-20-17","LETE","Kearney Broadfoot South","outside",2017-06-12,2017-07-13,163,31,1,0,"Good",0,0,0,0
"O-BFS-20-18","LETE","Kearney Broadfoot South","outside",2018-06-18,2018-07-26,169,38,2,0,"Good",0,0,0,0
"O-BFS-20-20","LETE","Kearney Broadfoot South","outside",2020-06-01,2020-07-10,153,39,1,0,"Good",0,1,1,0
"O-BFS-20-25","LETE","Kearney Broadfoot South","outside",2025-06-26,2025-07-21,177,25,2,0,"Good",0,1,1,1
