"Nest","Species","Site","Year","technique","Visit.Date","julian_day","exposure","exterior_fence","entry_fence","interior_fence","lights","s","p","a","w","f","u","ppt","tmin","tmean","tmax","dew","vpdmin","vpdmax"
"101PP-10","PIPL","NPPD Lexington",2010,"outside",2010-05-24,144,0,0,0,0,0,0,0,0,0,0,0,23.32,38.2,50.3,62.3,40.1,0.73,13.13
"101PP-10","PIPL","NPPD Lexington",2010,"outside",2010-05-25,145,1,0,0,0,0,0,0,0,0,0,0,23.32,38.2,50.3,62.3,40.1,0.73,13.13
"101PP-10","PIPL","NPPD Lexington",2010,"outside",2010-05-27,147,2,0,0,0,0,0,0,0,0,0,0,23.32,38.2,50.3,62.3,40.1,0.73,13.13
"101PP-10","PIPL","NPPD Lexington",2010,"outside",2010-05-31,151,4,0,0,0,0,0,0,0,0,0,0,23.32,38.2,50.3,62.3,40.1,0.73,13.13
"101PP-10","PIPL","NPPD Lexington",2010,"outside",2010-06-02,153,2,0,0,0,0,0,0,0,0,0,0,23.32,38.2,50.3,62.3,40.1,0.73,13.13
"101PP-10","PIPL","NPPD Lexington",2010,"outside",2010-06-04,155,2,0,0,0,0,0,0,0,0,0,0,23.32,38.2,50.3,62.3,40.1,0.73,13.13
"101PP-10","PIPL","NPPD Lexington",2010,"outside",2010-06-07,158,3,0,0,0,0,0,0,0,0,0,0,23.32,38.2,50.3,62.3,40.1,0.73,13.13
"101PP-10","PIPL","NPPD Lexington",2010,"outside",2010-06-09,160,2,0,0,0,0,0,0,0,0,0,0,23.32,38.2,50.3,62.3,40.1,0.73,13.13
"101PP-10","PIPL","NPPD Lexington",2010,"outside",2010-06-15,166,6,0,0,0,0,0,0,0,0,0,0,23.32,38.2,50.3,62.3,40.1,0.73,13.13
"101PP-10","PIPL","NPPD Lexington",2010,"outside",2010-06-17,168,2,0,0,0,0,0,0,0,0,0,0,23.32,38.2,50.3,62.3,40.1,0.73,13.13
"101PP-10","PIPL","NPPD Lexington",2010,"outside",2010-06-19,170,2,0,0,0,0,0,0,0,0,0,0,23.32,38.2,50.3,62.3,40.1,0.73,13.13
"101PP-10","PIPL","NPPD Lexington",2010,"outside",2010-06-21,172,2,0,0,0,0,1,0,0,0,0,0,23.32,38.2,50.3,62.3,40.1,0.73,13.13
"102PP-10","PIPL","NPPD Lexington",2010,"outside",2010-05-31,151,0,0,0,0,0,0,0,0,0,0,0,23.32,38.2,50.3,62.3,40.1,0.73,13.13
"102PP-10","PIPL","NPPD Lexington",2010,"outside",2010-05-31,151,0,0,0,0,0,0,0,0,0,0,0,23.32,38.2,50.3,62.3,40.1,0.73,13.13
"102PP-10","PIPL","NPPD Lexington",2010,"outside",2010-06-04,155,4,0,0,0,0,0,0,0,0,0,0,23.32,38.2,50.3,62.3,40.1,0.73,13.13
"102PP-10","PIPL","NPPD Lexington",2010,"outside",2010-06-09,160,5,0,0,0,0,0,0,0,0,0,0,23.32,38.2,50.3,62.3,40.1,0.73,13.13
"102PP-10","PIPL","NPPD Lexington",2010,"outside",2010-06-15,166,6,0,0,0,0,0,0,0,0,0,0,23.32,38.2,50.3,62.3,40.1,0.73,13.13
"102PP-10","PIPL","NPPD Lexington",2010,"outside",2010-06-21,172,6,0,0,0,0,0,0,0,0,0,0,23.32,38.2,50.3,62.3,40.1,0.73,13.13
"102PP-10","PIPL","NPPD Lexington",2010,"outside",2010-06-22,173,1,0,0,0,0,0,0,0,0,0,0,23.32,38.2,50.3,62.3,40.1,0.73,13.13
"102PP-10","PIPL","NPPD Lexington",2010,"outside",2010-06-29,180,7,0,0,0,0,1,0,0,0,0,0,23.32,38.2,50.3,62.3,40.1,0.73,13.13
"104LT-10","LETE","NPPD Lexington",2010,"outside",2010-06-22,173,0,0,0,0,0,0,0,0,0,0,0,23.32,38.2,50.3,62.3,40.1,0.73,13.13
"104LT-10","LETE","NPPD Lexington",2010,"outside",2010-06-23,174,1,0,0,0,0,0,0,0,0,0,0,23.32,38.2,50.3,62.3,40.1,0.73,13.13
"104LT-10","LETE","NPPD Lexington",2010,"outside",2010-06-25,176,2,0,0,0,0,0,0,0,0,0,0,23.32,38.2,50.3,62.3,40.1,0.73,13.13
"104LT-10","LETE","NPPD Lexington",2010,"outside",2010-06-25,176,0,0,0,0,0,0,0,0,0,0,0,23.32,38.2,50.3,62.3,40.1,0.73,13.13
"104LT-10","LETE","NPPD Lexington",2010,"outside",2010-06-30,181,5,0,0,0,0,0,0,0,0,0,0,23.32,38.2,50.3,62.3,40.1,0.73,13.13
"104LT-10","LETE","NPPD Lexington",2010,"outside",2010-07-06,187,6,0,0,0,0,0,0,0,0,0,0,23.32,38.2,50.3,62.3,40.1,0.73,13.13
"104LT-10","LETE","NPPD Lexington",2010,"outside",2010-07-09,190,3,0,0,0,0,0,0,0,0,0,0,23.32,38.2,50.3,62.3,40.1,0.73,13.13
"104LT-10","LETE","NPPD Lexington",2010,"outside",2010-07-12,193,3,0,0,0,0,1,0,0,0,0,0,23.32,38.2,50.3,62.3,40.1,0.73,13.13
"105LT-10","LETE","NPPD Lexington",2010,"outside",2010-06-17,168,0,0,0,0,0,0,0,0,0,0,0,23.32,38.2,50.3,62.3,40.1,0.73,13.13
"105LT-10","LETE","NPPD Lexington",2010,"outside",2010-06-21,172,4,0,0,0,0,0,0,0,0,0,0,23.32,38.2,50.3,62.3,40.1,0.73,13.13
"105LT-10","LETE","NPPD Lexington",2010,"outside",2010-06-22,173,1,0,0,0,0,0,0,0,0,0,0,23.32,38.2,50.3,62.3,40.1,0.73,13.13
"105LT-10","LETE","NPPD Lexington",2010,"outside",2010-06-23,174,1,0,0,0,0,0,0,0,0,0,0,23.32,38.2,50.3,62.3,40.1,0.73,13.13
"105LT-10","LETE","NPPD Lexington",2010,"outside",2010-06-30,181,7,0,0,0,0,0,0,0,0,0,0,23.32,38.2,50.3,62.3,40.1,0.73,13.13
"105LT-10","LETE","NPPD Lexington",2010,"outside",2010-07-03,184,3,0,0,0,0,0,0,0,0,0,0,23.32,38.2,50.3,62.3,40.1,0.73,13.13
"105LT-10","LETE","NPPD Lexington",2010,"outside",2010-07-06,187,3,0,0,0,0,0,0,0,0,0,0,23.32,38.2,50.3,62.3,40.1,0.73,13.13
"105LT-10","LETE","NPPD Lexington",2010,"outside",2010-07-09,190,3,0,0,0,0,1,0,0,0,0,0,23.32,38.2,50.3,62.3,40.1,0.73,13.13
"106LT-10","LETE","NPPD Lexington",2010,"outside",2010-06-22,173,0,0,0,0,0,0,0,0,0,0,0,23.32,38.2,50.3,62.3,40.1,0.73,13.13
"106LT-10","LETE","NPPD Lexington",2010,"outside",2010-06-23,174,1,0,0,0,0,0,0,0,0,0,0,23.32,38.2,50.3,62.3,40.1,0.73,13.13
"106LT-10","LETE","NPPD Lexington",2010,"outside",2010-06-28,179,5,0,0,0,0,0,0,0,0,0,0,23.32,38.2,50.3,62.3,40.1,0.73,13.13
"106LT-10","LETE","NPPD Lexington",2010,"outside",2010-06-30,181,2,0,0,0,0,0,0,0,0,0,0,23.32,38.2,50.3,62.3,40.1,0.73,13.13
"106LT-10","LETE","NPPD Lexington",2010,"outside",2010-07-02,183,2,0,0,0,0,0,0,0,0,0,0,23.32,38.2,50.3,62.3,40.1,0.73,13.13
"106LT-10","LETE","NPPD Lexington",2010,"outside",2010-07-03,184,1,0,0,0,0,0,0,0,0,0,0,23.32,38.2,50.3,62.3,40.1,0.73,13.13
"106LT-10","LETE","NPPD Lexington",2010,"outside",2010-07-03,184,0,0,0,0,0,0,0,0,0,0,0,23.32,38.2,50.3,62.3,40.1,0.73,13.13
"106LT-10","LETE","NPPD Lexington",2010,"outside",2010-07-06,187,3,0,0,0,0,0,0,0,0,0,0,23.32,38.2,50.3,62.3,40.1,0.73,13.13
"106LT-10","LETE","NPPD Lexington",2010,"outside",2010-07-09,190,3,0,0,0,0,1,0,0,0,0,0,23.32,38.2,50.3,62.3,40.1,0.73,13.13
"108LT-10","LETE","NPPD Lexington",2010,"outside",2010-06-28,179,0,0,0,0,0,0,0,0,0,0,0,23.32,38.2,50.3,62.3,40.1,0.73,13.13
"108LT-10","LETE","NPPD Lexington",2010,"outside",2010-06-29,180,1,0,0,0,0,0,0,0,0,0,0,23.32,38.2,50.3,62.3,40.1,0.73,13.13
"108LT-10","LETE","NPPD Lexington",2010,"outside",2010-07-10,191,11,0,0,0,0,0,0,0,0,0,0,23.32,38.2,50.3,62.3,40.1,0.73,13.13
"108LT-10","LETE","NPPD Lexington",2010,"outside",2010-07-12,193,2,0,0,0,0,0,0,0,0,0,0,23.32,38.2,50.3,62.3,40.1,0.73,13.13
"108LT-10","LETE","NPPD Lexington",2010,"outside",2010-07-15,196,3,0,0,0,0,0,0,0,0,0,0,23.32,38.2,50.3,62.3,40.1,0.73,13.13
"108LT-10","LETE","NPPD Lexington",2010,"outside",2010-07-17,198,2,0,0,0,0,0,0,0,0,0,0,23.32,38.2,50.3,62.3,40.1,0.73,13.13
"108LT-10","LETE","NPPD Lexington",2010,"outside",2010-08-03,215,17,0,0,0,0,1,0,0,0,0,0,23.32,38.2,50.3,62.3,40.1,0.73,13.13
"109LT-10","LETE","NPPD Lexington",2010,"outside",2010-06-23,174,0,0,0,0,0,0,0,0,0,0,0,23.32,38.2,50.3,62.3,40.1,0.73,13.13
"109LT-10","LETE","NPPD Lexington",2010,"outside",2010-06-25,176,2,0,0,0,0,0,0,0,0,0,0,23.32,38.2,50.3,62.3,40.1,0.73,13.13
"109LT-10","LETE","NPPD Lexington",2010,"outside",2010-06-29,180,4,0,0,0,0,0,0,0,0,0,0,23.32,38.2,50.3,62.3,40.1,0.73,13.13
"109LT-10","LETE","NPPD Lexington",2010,"outside",2010-07-07,188,8,0,0,0,0,0,0,0,0,0,0,23.32,38.2,50.3,62.3,40.1,0.73,13.13
"109LT-10","LETE","NPPD Lexington",2010,"outside",2010-07-10,191,3,0,0,0,0,0,0,0,0,0,0,23.32,38.2,50.3,62.3,40.1,0.73,13.13
"109LT-10","LETE","NPPD Lexington",2010,"outside",2010-07-12,193,2,0,0,0,0,0,0,0,0,0,0,23.32,38.2,50.3,62.3,40.1,0.73,13.13
"109LT-10","LETE","NPPD Lexington",2010,"outside",2010-07-15,196,3,0,0,0,0,0,0,0,0,0,0,23.32,38.2,50.3,62.3,40.1,0.73,13.13
"109LT-10","LETE","NPPD Lexington",2010,"outside",2010-07-17,198,2,0,0,0,0,1,0,0,0,0,0,23.32,38.2,50.3,62.3,40.1,0.73,13.13
"110LT-10","LETE","NPPD Lexington",2010,"outside",2010-06-25,176,0,0,0,0,0,0,0,0,0,0,0,23.32,38.2,50.3,62.3,40.1,0.73,13.13
"110LT-10","LETE","NPPD Lexington",2010,"outside",2010-06-25,176,0,0,0,0,0,0,0,0,0,0,0,23.32,38.2,50.3,62.3,40.1,0.73,13.13
"110LT-10","LETE","NPPD Lexington",2010,"outside",2010-06-28,179,3,0,0,0,0,0,0,0,0,0,0,23.32,38.2,50.3,62.3,40.1,0.73,13.13
"110LT-10","LETE","NPPD Lexington",2010,"outside",2010-06-30,181,2,0,0,0,0,0,0,0,0,0,0,23.32,38.2,50.3,62.3,40.1,0.73,13.13
"110LT-10","LETE","NPPD Lexington",2010,"outside",2010-07-02,183,2,0,0,0,0,0,0,0,0,0,0,23.32,38.2,50.3,62.3,40.1,0.73,13.13
"110LT-10","LETE","NPPD Lexington",2010,"outside",2010-07-09,190,7,0,0,0,0,0,0,0,0,0,0,23.32,38.2,50.3,62.3,40.1,0.73,13.13
"110LT-10","LETE","NPPD Lexington",2010,"outside",2010-07-10,191,1,0,0,0,0,0,0,0,0,0,0,23.32,38.2,50.3,62.3,40.1,0.73,13.13
"110LT-10","LETE","NPPD Lexington",2010,"outside",2010-07-12,193,2,0,0,0,0,0,0,0,0,0,0,23.32,38.2,50.3,62.3,40.1,0.73,13.13
"110LT-10","LETE","NPPD Lexington",2010,"outside",2010-07-15,196,3,0,0,0,0,0,0,0,0,0,0,23.32,38.2,50.3,62.3,40.1,0.73,13.13
"110LT-10","LETE","NPPD Lexington",2010,"outside",2010-07-17,198,2,0,0,0,0,1,0,0,0,0,0,23.32,38.2,50.3,62.3,40.1,0.73,13.13
"112PP-10","PIPL","NPPD Lexington",2010,"outside",2010-07-06,187,0,0,0,0,0,0,0,0,0,0,0,23.32,38.2,50.3,62.3,40.1,0.73,13.13
"112PP-10","PIPL","NPPD Lexington",2010,"outside",2010-07-07,188,1,0,0,0,0,0,0,0,0,0,0,23.32,38.2,50.3,62.3,40.1,0.73,13.13
"112PP-10","PIPL","NPPD Lexington",2010,"outside",2010-07-07,188,0,0,0,0,0,0,0,0,0,0,0,23.32,38.2,50.3,62.3,40.1,0.73,13.13
"112PP-10","PIPL","NPPD Lexington",2010,"outside",2010-07-09,190,2,0,0,0,0,0,0,0,0,0,0,23.32,38.2,50.3,62.3,40.1,0.73,13.13
"112PP-10","PIPL","NPPD Lexington",2010,"outside",2010-07-10,191,1,0,0,0,0,0,0,0,0,0,0,23.32,38.2,50.3,62.3,40.1,0.73,13.13
"112PP-10","PIPL","NPPD Lexington",2010,"outside",2010-07-17,198,7,0,0,0,0,0,0,0,0,0,0,23.32,38.2,50.3,62.3,40.1,0.73,13.13
"112PP-10","PIPL","NPPD Lexington",2010,"outside",2010-07-20,201,3,0,0,0,0,0,0,0,0,0,0,23.32,38.2,50.3,62.3,40.1,0.73,13.13
"112PP-10","PIPL","NPPD Lexington",2010,"outside",2010-07-21,202,1,0,0,0,0,0,0,0,0,0,0,23.32,38.2,50.3,62.3,40.1,0.73,13.13
"112PP-10","PIPL","NPPD Lexington",2010,"outside",2010-07-26,207,5,0,0,0,0,0,0,0,0,0,0,23.32,38.2,50.3,62.3,40.1,0.73,13.13
"112PP-10","PIPL","NPPD Lexington",2010,"outside",2010-07-26,207,0,0,0,0,0,0,0,0,0,0,0,23.32,38.2,50.3,62.3,40.1,0.73,13.13
"112PP-10","PIPL","NPPD Lexington",2010,"outside",2010-07-28,209,2,0,0,0,0,0,0,0,0,0,0,23.32,38.2,50.3,62.3,40.1,0.73,13.13
"112PP-10","PIPL","NPPD Lexington",2010,"outside",2010-07-30,211,2,0,0,0,0,0,0,0,0,0,0,23.32,38.2,50.3,62.3,40.1,0.73,13.13
"112PP-10","PIPL","NPPD Lexington",2010,"outside",2010-08-02,214,3,0,0,0,0,0,0,0,0,0,0,23.32,38.2,50.3,62.3,40.1,0.73,13.13
"112PP-10","PIPL","NPPD Lexington",2010,"outside",2010-08-02,214,0,0,0,0,0,1,0,0,0,0,0,23.32,38.2,50.3,62.3,40.1,0.73,13.13
"113LT-10","LETE","NPPD Lexington",2010,"outside",2010-06-28,179,0,0,0,0,0,0,0,0,0,0,0,23.32,38.2,50.3,62.3,40.1,0.73,13.13
"113LT-10","LETE","NPPD Lexington",2010,"outside",2010-06-29,180,1,0,0,0,0,0,0,0,0,0,0,23.32,38.2,50.3,62.3,40.1,0.73,13.13
"113LT-10","LETE","NPPD Lexington",2010,"outside",2010-06-30,181,1,0,0,0,0,0,0,0,0,0,0,23.32,38.2,50.3,62.3,40.1,0.73,13.13
"113LT-10","LETE","NPPD Lexington",2010,"outside",2010-07-06,187,6,0,0,0,0,0,0,0,0,0,0,23.32,38.2,50.3,62.3,40.1,0.73,13.13
"113LT-10","LETE","NPPD Lexington",2010,"outside",2010-07-12,193,6,0,0,0,0,0,0,0,0,0,0,23.32,38.2,50.3,62.3,40.1,0.73,13.13
"113LT-10","LETE","NPPD Lexington",2010,"outside",2010-07-12,193,0,0,0,0,0,0,0,0,0,0,0,23.32,38.2,50.3,62.3,40.1,0.73,13.13
"113LT-10","LETE","NPPD Lexington",2010,"outside",2010-07-14,195,2,0,0,0,0,0,0,0,0,0,0,23.32,38.2,50.3,62.3,40.1,0.73,13.13
"113LT-10","LETE","NPPD Lexington",2010,"outside",2010-07-15,196,1,0,0,0,0,0,0,0,0,0,0,23.32,38.2,50.3,62.3,40.1,0.73,13.13
"113LT-10","LETE","NPPD Lexington",2010,"outside",2010-07-17,198,2,0,0,0,0,1,0,0,0,0,0,23.32,38.2,50.3,62.3,40.1,0.73,13.13
"114LT-10","LETE","NPPD Lexington",2010,"outside",2010-06-30,181,0,0,0,0,0,0,0,0,0,0,0,23.32,38.2,50.3,62.3,40.1,0.73,13.13
"114LT-10","LETE","NPPD Lexington",2010,"outside",2010-07-02,183,2,0,0,0,0,0,0,0,0,0,0,23.32,38.2,50.3,62.3,40.1,0.73,13.13
"114LT-10","LETE","NPPD Lexington",2010,"outside",2010-07-06,187,4,0,0,0,0,0,0,0,0,0,0,23.32,38.2,50.3,62.3,40.1,0.73,13.13
"114LT-10","LETE","NPPD Lexington",2010,"outside",2010-07-07,188,1,0,0,0,0,0,0,0,0,0,0,23.32,38.2,50.3,62.3,40.1,0.73,13.13
"114LT-10","LETE","NPPD Lexington",2010,"outside",2010-07-10,191,3,0,0,0,0,0,0,0,0,0,1,23.32,38.2,50.3,62.3,40.1,0.73,13.13
"115LT-10","LETE","NPPD Lexington",2010,"outside",2010-06-23,174,0,0,0,0,0,0,0,0,0,0,0,23.32,38.2,50.3,62.3,40.1,0.73,13.13
"115LT-10","LETE","NPPD Lexington",2010,"outside",2010-06-25,176,2,0,0,0,0,0,0,0,0,0,0,23.32,38.2,50.3,62.3,40.1,0.73,13.13
"115LT-10","LETE","NPPD Lexington",2010,"outside",2010-06-25,176,0,0,0,0,0,0,0,0,0,0,0,23.32,38.2,50.3,62.3,40.1,0.73,13.13
"115LT-10","LETE","NPPD Lexington",2010,"outside",2010-06-30,181,5,0,0,0,0,0,0,0,0,0,0,23.32,38.2,50.3,62.3,40.1,0.73,13.13
"115LT-10","LETE","NPPD Lexington",2010,"outside",2010-07-09,190,9,0,0,0,0,0,0,0,0,0,0,23.32,38.2,50.3,62.3,40.1,0.73,13.13
"115LT-10","LETE","NPPD Lexington",2010,"outside",2010-07-10,191,1,0,0,0,0,0,0,0,0,0,0,23.32,38.2,50.3,62.3,40.1,0.73,13.13
"115LT-10","LETE","NPPD Lexington",2010,"outside",2010-07-12,193,2,0,0,0,0,0,0,0,0,0,0,23.32,38.2,50.3,62.3,40.1,0.73,13.13
"115LT-10","LETE","NPPD Lexington",2010,"outside",2010-07-14,195,2,0,0,0,0,0,0,0,0,0,0,23.32,38.2,50.3,62.3,40.1,0.73,13.13
"115LT-10","LETE","NPPD Lexington",2010,"outside",2010-07-17,198,3,0,0,0,0,1,0,0,0,0,0,23.32,38.2,50.3,62.3,40.1,0.73,13.13
"118PP-10","PIPL","NPPD Lexington",2010,"outside",2010-07-03,184,0,0,0,0,0,0,0,0,0,0,0,23.32,38.2,50.3,62.3,40.1,0.73,13.13
"118PP-10","PIPL","NPPD Lexington",2010,"outside",2010-07-03,184,0,0,0,0,0,0,0,0,0,0,0,23.32,38.2,50.3,62.3,40.1,0.73,13.13
"118PP-10","PIPL","NPPD Lexington",2010,"outside",2010-07-06,187,3,0,0,0,0,0,0,0,0,0,0,23.32,38.2,50.3,62.3,40.1,0.73,13.13
"118PP-10","PIPL","NPPD Lexington",2010,"outside",2010-07-12,193,6,0,0,0,0,0,0,0,0,0,0,23.32,38.2,50.3,62.3,40.1,0.73,13.13
"118PP-10","PIPL","NPPD Lexington",2010,"outside",2010-07-15,196,3,0,0,0,0,0,0,0,0,0,0,23.32,38.2,50.3,62.3,40.1,0.73,13.13
"118PP-10","PIPL","NPPD Lexington",2010,"outside",2010-07-17,198,2,0,0,0,0,0,0,0,0,0,0,23.32,38.2,50.3,62.3,40.1,0.73,13.13
"118PP-10","PIPL","NPPD Lexington",2010,"outside",2010-07-21,202,4,0,0,0,0,0,0,0,0,0,0,23.32,38.2,50.3,62.3,40.1,0.73,13.13
"118PP-10","PIPL","NPPD Lexington",2010,"outside",2010-07-26,207,5,0,0,0,0,0,0,0,0,0,0,23.32,38.2,50.3,62.3,40.1,0.73,13.13
"118PP-10","PIPL","NPPD Lexington",2010,"outside",2010-07-30,211,4,0,0,0,0,1,0,0,0,0,0,23.32,38.2,50.3,62.3,40.1,0.73,13.13
"120LT-10","LETE","NPPD Lexington",2010,"outside",2010-06-27,178,0,0,0,0,0,0,0,0,0,0,0,23.32,38.2,50.3,62.3,40.1,0.73,13.13
"120LT-10","LETE","NPPD Lexington",2010,"outside",2010-06-28,179,1,0,0,0,0,0,0,0,0,0,0,23.32,38.2,50.3,62.3,40.1,0.73,13.13
"120LT-10","LETE","NPPD Lexington",2010,"outside",2010-06-30,181,2,0,0,0,0,0,0,0,0,0,0,23.32,38.2,50.3,62.3,40.1,0.73,13.13
"120LT-10","LETE","NPPD Lexington",2010,"outside",2010-07-02,183,2,0,0,0,0,0,0,0,0,0,0,23.32,38.2,50.3,62.3,40.1,0.73,13.13
"120LT-10","LETE","NPPD Lexington",2010,"outside",2010-07-06,187,4,0,0,0,0,0,0,0,0,0,0,23.32,38.2,50.3,62.3,40.1,0.73,13.13
"120LT-10","LETE","NPPD Lexington",2010,"outside",2010-07-10,191,4,0,0,0,0,0,0,0,0,0,0,23.32,38.2,50.3,62.3,40.1,0.73,13.13
"120LT-10","LETE","NPPD Lexington",2010,"outside",2010-07-12,193,2,0,0,0,0,0,0,0,0,0,0,23.32,38.2,50.3,62.3,40.1,0.73,13.13
"120LT-10","LETE","NPPD Lexington",2010,"outside",2010-07-15,196,3,0,0,0,0,0,0,0,0,0,0,23.32,38.2,50.3,62.3,40.1,0.73,13.13
"120LT-10","LETE","NPPD Lexington",2010,"outside",2010-07-17,198,2,0,0,0,0,0,0,0,0,0,1,23.32,38.2,50.3,62.3,40.1,0.73,13.13
"121LT-10","LETE","NPPD Lexington",2010,"outside",2010-07-06,187,0,0,0,0,0,0,0,0,0,0,0,23.32,38.2,50.3,62.3,40.1,0.73,13.13
"121LT-10","LETE","NPPD Lexington",2010,"outside",2010-07-09,190,3,0,0,0,0,0,0,0,0,0,0,23.32,38.2,50.3,62.3,40.1,0.73,13.13
"121LT-10","LETE","NPPD Lexington",2010,"outside",2010-07-21,202,12,0,0,0,0,0,0,0,0,0,0,23.32,38.2,50.3,62.3,40.1,0.73,13.13
"121LT-10","LETE","NPPD Lexington",2010,"outside",2010-07-21,202,0,0,0,0,0,0,0,0,0,0,0,23.32,38.2,50.3,62.3,40.1,0.73,13.13
"121LT-10","LETE","NPPD Lexington",2010,"outside",2010-07-26,207,5,0,0,0,0,0,0,0,0,0,0,23.32,38.2,50.3,62.3,40.1,0.73,13.13
"121LT-10","LETE","NPPD Lexington",2010,"outside",2010-07-30,211,4,0,0,0,0,0,0,0,0,0,0,23.32,38.2,50.3,62.3,40.1,0.73,13.13
"121LT-10","LETE","NPPD Lexington",2010,"outside",2010-08-03,215,4,0,0,0,0,1,0,0,0,0,0,23.32,38.2,50.3,62.3,40.1,0.73,13.13
"122LT-10","LETE","NPPD Lexington",2010,"outside",2010-07-12,193,0,0,0,0,0,0,0,0,0,0,0,23.32,38.2,50.3,62.3,40.1,0.73,13.13
"122LT-10","LETE","NPPD Lexington",2010,"outside",2010-07-12,193,0,0,0,0,0,0,0,0,0,0,0,23.32,38.2,50.3,62.3,40.1,0.73,13.13
"122LT-10","LETE","NPPD Lexington",2010,"outside",2010-07-14,195,2,0,0,0,0,0,0,0,0,0,0,23.32,38.2,50.3,62.3,40.1,0.73,13.13
"122LT-10","LETE","NPPD Lexington",2010,"outside",2010-07-26,207,12,0,0,0,0,0,0,0,0,0,0,23.32,38.2,50.3,62.3,40.1,0.73,13.13
"122LT-10","LETE","NPPD Lexington",2010,"outside",2010-07-30,211,4,0,0,0,0,1,0,0,0,0,0,23.32,38.2,50.3,62.3,40.1,0.73,13.13
"123LT-10","LETE","NPPD Lexington",2010,"outside",2010-07-14,195,0,0,0,0,0,0,0,0,0,0,0,23.32,38.2,50.3,62.3,40.1,0.73,13.13
"123LT-10","LETE","NPPD Lexington",2010,"outside",2010-07-15,196,1,0,0,0,0,0,0,0,0,0,0,23.32,38.2,50.3,62.3,40.1,0.73,13.13
"123LT-10","LETE","NPPD Lexington",2010,"outside",2010-07-15,196,0,0,0,0,0,0,0,0,0,0,0,23.32,38.2,50.3,62.3,40.1,0.73,13.13
"123LT-10","LETE","NPPD Lexington",2010,"outside",2010-07-21,202,6,0,0,0,0,0,0,0,0,0,0,23.32,38.2,50.3,62.3,40.1,0.73,13.13
"123LT-10","LETE","NPPD Lexington",2010,"outside",2010-07-27,208,6,0,0,0,0,0,0,0,0,0,0,23.32,38.2,50.3,62.3,40.1,0.73,13.13
"123LT-10","LETE","NPPD Lexington",2010,"outside",2010-07-28,209,1,0,0,0,0,0,0,0,0,0,0,23.32,38.2,50.3,62.3,40.1,0.73,13.13
"123LT-10","LETE","NPPD Lexington",2010,"outside",2010-07-30,211,2,0,0,0,0,0,0,0,0,0,0,23.32,38.2,50.3,62.3,40.1,0.73,13.13
"123LT-10","LETE","NPPD Lexington",2010,"outside",2010-08-04,216,5,0,0,0,0,0,0,0,0,0,0,23.32,38.2,50.3,62.3,40.1,0.73,13.13
"123LT-10","LETE","NPPD Lexington",2010,"outside",2010-08-06,218,2,0,0,0,0,1,0,0,0,0,0,23.32,38.2,50.3,62.3,40.1,0.73,13.13
"125LT-10","LETE","NPPD Lexington",2010,"outside",2010-07-24,205,0,0,0,0,0,0,0,0,0,0,0,23.32,38.2,50.3,62.3,40.1,0.73,13.13
"125LT-10","LETE","NPPD Lexington",2010,"outside",2010-07-26,207,2,0,0,0,0,0,0,0,0,0,0,23.32,38.2,50.3,62.3,40.1,0.73,13.13
"125LT-10","LETE","NPPD Lexington",2010,"outside",2010-07-26,207,0,0,0,0,0,0,0,0,0,0,0,23.32,38.2,50.3,62.3,40.1,0.73,13.13
"125LT-10","LETE","NPPD Lexington",2010,"outside",2010-07-27,208,1,0,0,0,0,0,0,0,0,0,0,23.32,38.2,50.3,62.3,40.1,0.73,13.13
"125LT-10","LETE","NPPD Lexington",2010,"outside",2010-08-06,218,10,0,0,0,0,0,0,0,0,0,0,23.32,38.2,50.3,62.3,40.1,0.73,13.13
"125LT-10","LETE","NPPD Lexington",2010,"outside",2010-08-09,221,3,0,0,0,0,1,0,0,0,0,0,23.32,38.2,50.3,62.3,40.1,0.73,13.13
"126LT-10","LETE","NPPD Lexington",2010,"outside",2010-07-23,204,0,0,0,0,0,0,0,0,0,0,0,23.32,38.2,50.3,62.3,40.1,0.73,13.13
"126LT-10","LETE","NPPD Lexington",2010,"outside",2010-07-24,205,1,0,0,0,0,0,0,0,0,0,0,23.32,38.2,50.3,62.3,40.1,0.73,13.13
"126LT-10","LETE","NPPD Lexington",2010,"outside",2010-07-26,207,2,0,0,0,0,0,0,0,0,0,0,23.32,38.2,50.3,62.3,40.1,0.73,13.13
"126LT-10","LETE","NPPD Lexington",2010,"outside",2010-07-27,208,1,0,0,0,0,0,0,0,0,0,0,23.32,38.2,50.3,62.3,40.1,0.73,13.13
"126LT-10","LETE","NPPD Lexington",2010,"outside",2010-07-28,209,1,0,0,0,0,0,0,0,0,0,0,23.32,38.2,50.3,62.3,40.1,0.73,13.13
"126LT-10","LETE","NPPD Lexington",2010,"outside",2010-08-09,221,12,0,0,0,0,0,0,0,0,0,0,23.32,38.2,50.3,62.3,40.1,0.73,13.13
"126LT-10","LETE","NPPD Lexington",2010,"outside",2010-08-12,224,3,0,0,0,0,1,0,0,0,0,0,23.32,38.2,50.3,62.3,40.1,0.73,13.13
"130-11","PIPL","NPPD Lexington",2011,"outside",2011-06-04,155,0,0,1,0,0,0,0,0,0,0,0,28.26,36.9,49.3,61.7,38.3,0.67,13.15
"130-11","PIPL","NPPD Lexington",2011,"outside",2011-06-06,157,2,0,1,0,0,0,0,0,0,0,0,28.26,36.9,49.3,61.7,38.3,0.67,13.15
