"Nest","Species","Site","Year","technique","Visit.Date","julian_day","exposure","exterior_fence","entry_fence","interior_fence","lights","s","p","a","w","f","u","ppt","tmin","tmean","tmax","dew","vpdmin","vpdmax"
"I-2034-12","PIPL","Blue Hole",2012,"inside",2012-08-02,215,3,0,1,0,0,0,0,0,0,0,0,14.8,38.7,53.1,67.5,38,1.38,18.93
"I-2034-12","PIPL","Blue Hole",2012,"inside",2012-08-02,215,0,0,1,0,0,0,0,0,0,0,0,14.8,38.7,53.1,67.5,38,1.38,18.93
"I-2034-12","PIPL","Blue Hole",2012,"inside",2012-08-09,222,7,0,1,0,0,1,0,0,0,0,0,14.8,38.7,53.1,67.5,38,1.38,18.93
"I-2034-14","LETE","Blue Hole",2014,"inside",2014-07-22,203,0,0,1,0,0,0,0,0,0,0,0,24.17,36.1,48.8,61.6,36.8,0.96,13.81
"I-2034-14","LETE","Blue Hole",2014,"inside",2014-07-23,204,1,0,1,0,0,0,0,0,0,0,0,24.17,36.1,48.8,61.6,36.8,0.96,13.81
"I-2034-14","LETE","Blue Hole",2014,"inside",2014-07-24,205,1,0,1,0,0,0,0,0,0,0,0,24.17,36.1,48.8,61.6,36.8,0.96,13.81
"I-2034-14","LETE","Blue Hole",2014,"inside",2014-07-28,209,4,0,1,0,0,0,0,0,0,0,0,24.17,36.1,48.8,61.6,36.8,0.96,13.81
"I-2034-14","LETE","Blue Hole",2014,"inside",2014-08-01,213,4,0,1,0,0,0,0,0,0,0,0,24.17,36.1,48.8,61.6,36.8,0.96,13.81
"I-2034-14","LETE","Blue Hole",2014,"inside",2014-08-05,217,4,0,1,0,0,0,0,0,0,0,1,24.17,36.1,48.8,61.6,36.8,0.96,13.81
"I-2035-12","PIPL","Blue Hole",2012,"inside",2012-07-13,195,0,0,1,0,0,0,0,0,0,0,0,14.8,38.7,53.1,67.5,38,1.38,18.93
"I-2035-12","PIPL","Blue Hole",2012,"inside",2012-07-16,198,3,0,1,0,0,0,0,0,0,0,0,14.8,38.7,53.1,67.5,38,1.38,18.93
"I-2035-12","PIPL","Blue Hole",2012,"inside",2012-07-19,201,3,0,1,0,0,0,0,0,0,0,0,14.8,38.7,53.1,67.5,38,1.38,18.93
"I-2035-12","PIPL","Blue Hole",2012,"inside",2012-07-23,205,4,0,1,0,0,0,0,0,0,0,0,14.8,38.7,53.1,67.5,38,1.38,18.93
"I-2035-12","PIPL","Blue Hole",2012,"inside",2012-07-26,208,3,0,1,0,0,0,0,0,0,0,0,14.8,38.7,53.1,67.5,38,1.38,18.93
"I-2035-12","PIPL","Blue Hole",2012,"inside",2012-07-30,212,4,0,1,0,0,0,0,0,0,0,0,14.8,38.7,53.1,67.5,38,1.38,18.93
"I-2035-12","PIPL","Blue Hole",2012,"inside",2012-08-02,215,3,0,1,0,0,0,0,0,0,0,1,14.8,38.7,53.1,67.5,38,1.38,18.93
"I-2035-14","LETE","Blue Hole",2014,"inside",2014-07-22,203,0,0,1,0,0,0,0,0,0,0,0,24.17,36.1,48.8,61.6,36.8,0.96,13.81
"I-2035-14","LETE","Blue Hole",2014,"inside",2014-07-23,204,1,0,1,0,0,0,0,0,0,0,0,24.17,36.1,48.8,61.6,36.8,0.96,13.81
"I-2035-14","LETE","Blue Hole",2014,"inside",2014-07-24,205,1,0,1,0,0,0,0,0,0,0,0,24.17,36.1,48.8,61.6,36.8,0.96,13.81
"I-2035-14","LETE","Blue Hole",2014,"inside",2014-07-28,209,4,0,1,0,0,0,0,0,0,0,1,24.17,36.1,48.8,61.6,36.8,0.96,13.81
"I-2035-15","PIPL","Blue Hole",2015,"inside",2015-07-20,201,0,0,1,0,0,0,0,0,0,0,0,26.06,39.2,51.7,64.2,39.7,1.01,14.42
"I-2035-15","PIPL","Blue Hole",2015,"inside",2015-07-22,203,2,0,1,0,0,0,0,0,0,0,0,26.06,39.2,51.7,64.2,39.7,1.01,14.42
"I-2035-15","PIPL","Blue Hole",2015,"inside",2015-07-27,208,5,0,1,0,0,0,0,0,0,0,0,26.06,39.2,51.7,64.2,39.7,1.01,14.42
"I-2035-15","PIPL","Blue Hole",2015,"inside",2015-07-29,210,2,0,1,0,0,0,0,0,0,0,0,26.06,39.2,51.7,64.2,39.7,1.01,14.42
"I-2035-15","PIPL","Blue Hole",2015,"inside",2015-07-30,211,1,0,1,0,0,0,0,0,0,0,0,26.06,39.2,51.7,64.2,39.7,1.01,14.42
"I-2035-15","PIPL","Blue Hole",2015,"inside",2015-08-03,215,4,0,1,0,0,0,0,0,0,0,0,26.06,39.2,51.7,64.2,39.7,1.01,14.42
"I-2035-15","PIPL","Blue Hole",2015,"inside",2015-08-04,216,1,0,1,0,0,0,0,0,0,0,0,26.06,39.2,51.7,64.2,39.7,1.01,14.42
"I-2035-15","PIPL","Blue Hole",2015,"inside",2015-08-06,218,2,0,1,0,0,0,0,0,0,0,0,26.06,39.2,51.7,64.2,39.7,1.01,14.42
"I-2035-15","PIPL","Blue Hole",2015,"inside",2015-08-12,224,6,0,1,0,0,0,0,0,0,0,0,26.06,39.2,51.7,64.2,39.7,1.01,14.42
"I-2035-15","PIPL","Blue Hole",2015,"inside",2015-08-14,226,2,0,1,0,0,0,0,0,0,0,0,26.06,39.2,51.7,64.2,39.7,1.01,14.42
"I-2035-15","PIPL","Blue Hole",2015,"inside",2015-08-18,230,4,0,1,0,0,1,0,0,0,0,0,26.06,39.2,51.7,64.2,39.7,1.01,14.42
"I-2036-15","LETE","Blue Hole",2015,"inside",2015-07-06,187,0,0,1,0,0,0,0,0,0,0,0,26.06,39.2,51.7,64.2,39.7,1.01,14.42
"I-2036-15","LETE","Blue Hole",2015,"inside",2015-07-08,189,2,0,1,0,0,0,0,0,0,0,0,26.06,39.2,51.7,64.2,39.7,1.01,14.42
"I-2036-15","LETE","Blue Hole",2015,"inside",2015-07-09,190,1,0,1,0,0,0,0,0,0,0,0,26.06,39.2,51.7,64.2,39.7,1.01,14.42
"I-2036-15","LETE","Blue Hole",2015,"inside",2015-07-11,192,2,0,1,0,0,0,0,0,0,0,0,26.06,39.2,51.7,64.2,39.7,1.01,14.42
"I-2036-15","LETE","Blue Hole",2015,"inside",2015-07-13,194,2,0,1,0,0,0,0,0,0,0,0,26.06,39.2,51.7,64.2,39.7,1.01,14.42
"I-2036-15","LETE","Blue Hole",2015,"inside",2015-07-15,196,2,0,1,0,0,0,0,0,0,0,0,26.06,39.2,51.7,64.2,39.7,1.01,14.42
"I-2036-15","LETE","Blue Hole",2015,"inside",2015-07-20,201,5,0,1,0,0,0,0,0,0,0,0,26.06,39.2,51.7,64.2,39.7,1.01,14.42
"I-2036-15","LETE","Blue Hole",2015,"inside",2015-07-22,203,2,0,1,0,0,0,0,0,0,0,0,26.06,39.2,51.7,64.2,39.7,1.01,14.42
"I-2036-15","LETE","Blue Hole",2015,"inside",2015-07-27,208,5,0,1,0,0,0,0,0,0,0,0,26.06,39.2,51.7,64.2,39.7,1.01,14.42
"I-2036-15","LETE","Blue Hole",2015,"inside",2015-07-30,211,3,0,1,0,0,1,0,0,0,0,0,26.06,39.2,51.7,64.2,39.7,1.01,14.42
"I-2037-15","LETE","Blue Hole",2015,"inside",2015-07-15,196,0,0,1,0,0,0,0,0,0,0,0,26.06,39.2,51.7,64.2,39.7,1.01,14.42
"I-2037-15","LETE","Blue Hole",2015,"inside",2015-07-20,201,5,0,1,0,0,0,0,0,0,0,0,26.06,39.2,51.7,64.2,39.7,1.01,14.42
"I-2037-15","LETE","Blue Hole",2015,"inside",2015-07-22,203,2,0,1,0,0,0,0,0,0,0,0,26.06,39.2,51.7,64.2,39.7,1.01,14.42
"I-2037-15","LETE","Blue Hole",2015,"inside",2015-07-27,208,5,0,1,0,0,0,0,0,0,0,0,26.06,39.2,51.7,64.2,39.7,1.01,14.42
"I-2037-15","LETE","Blue Hole",2015,"inside",2015-07-29,210,2,0,1,0,0,0,0,0,0,0,0,26.06,39.2,51.7,64.2,39.7,1.01,14.42
"I-2037-15","LETE","Blue Hole",2015,"inside",2015-07-30,211,1,0,1,0,0,0,0,0,0,0,1,26.06,39.2,51.7,64.2,39.7,1.01,14.42
"I-2038-14","LETE","Blue Hole",2014,"inside",2014-07-25,206,0,0,1,0,0,0,0,0,0,0,0,24.17,36.1,48.8,61.6,36.8,0.96,13.81
"I-2038-14","LETE","Blue Hole",2014,"inside",2014-07-27,208,2,0,1,0,0,0,0,0,0,0,0,24.17,36.1,48.8,61.6,36.8,0.96,13.81
"I-2038-14","LETE","Blue Hole",2014,"inside",2014-07-28,209,1,0,1,0,0,0,0,0,0,0,0,24.17,36.1,48.8,61.6,36.8,0.96,13.81
"I-2038-14","LETE","Blue Hole",2014,"inside",2014-08-01,213,4,0,1,0,0,0,0,0,0,0,0,24.17,36.1,48.8,61.6,36.8,0.96,13.81
"I-2038-14","LETE","Blue Hole",2014,"inside",2014-08-05,217,4,0,1,0,0,0,0,0,0,0,0,24.17,36.1,48.8,61.6,36.8,0.96,13.81
"I-2038-14","LETE","Blue Hole",2014,"inside",2014-08-07,219,2,0,1,0,0,0,0,0,0,0,0,24.17,36.1,48.8,61.6,36.8,0.96,13.81
"I-2038-14","LETE","Blue Hole",2014,"inside",2014-08-08,220,1,0,1,0,0,0,0,0,0,0,0,24.17,36.1,48.8,61.6,36.8,0.96,13.81
"I-2038-14","LETE","Blue Hole",2014,"inside",2014-08-11,223,3,0,1,0,0,0,0,0,0,0,0,24.17,36.1,48.8,61.6,36.8,0.96,13.81
"I-2038-14","LETE","Blue Hole",2014,"inside",2014-08-13,225,2,0,1,0,0,0,0,0,0,0,0,24.17,36.1,48.8,61.6,36.8,0.96,13.81
"I-2038-14","LETE","Blue Hole",2014,"inside",2014-08-19,231,6,0,1,0,0,1,0,0,0,0,0,24.17,36.1,48.8,61.6,36.8,0.96,13.81
"I-2038-15","LETE","Blue Hole",2015,"inside",2015-07-11,192,0,0,1,0,0,0,0,0,0,0,0,26.06,39.2,51.7,64.2,39.7,1.01,14.42
"I-2038-15","LETE","Blue Hole",2015,"inside",2015-07-13,194,2,0,1,0,0,0,0,0,0,0,0,26.06,39.2,51.7,64.2,39.7,1.01,14.42
"I-2038-15","LETE","Blue Hole",2015,"inside",2015-07-15,196,2,0,1,0,0,0,0,0,0,0,0,26.06,39.2,51.7,64.2,39.7,1.01,14.42
"I-2038-15","LETE","Blue Hole",2015,"inside",2015-07-20,201,5,0,1,0,0,0,0,0,0,0,0,26.06,39.2,51.7,64.2,39.7,1.01,14.42
"I-2038-15","LETE","Blue Hole",2015,"inside",2015-07-22,203,2,0,1,0,0,0,0,0,0,0,0,26.06,39.2,51.7,64.2,39.7,1.01,14.42
"I-2038-15","LETE","Blue Hole",2015,"inside",2015-07-27,208,5,0,1,0,0,0,0,0,0,0,0,26.06,39.2,51.7,64.2,39.7,1.01,14.42
"I-2038-15","LETE","Blue Hole",2015,"inside",2015-07-29,210,2,0,1,0,0,0,0,0,0,0,0,26.06,39.2,51.7,64.2,39.7,1.01,14.42
"I-2038-15","LETE","Blue Hole",2015,"inside",2015-07-30,211,1,0,1,0,0,0,0,0,0,0,0,26.06,39.2,51.7,64.2,39.7,1.01,14.42
"I-2038-15","LETE","Blue Hole",2015,"inside",2015-08-03,215,4,0,1,0,0,0,0,0,0,0,0,26.06,39.2,51.7,64.2,39.7,1.01,14.42
"I-2038-15","LETE","Blue Hole",2015,"inside",2015-08-06,218,3,0,1,0,0,1,0,0,0,0,0,26.06,39.2,51.7,64.2,39.7,1.01,14.42
"I-2039-14","LETE","Blue Hole",2014,"inside",2014-07-28,209,0,0,1,0,0,0,0,0,0,0,0,24.17,36.1,48.8,61.6,36.8,0.96,13.81
"I-2039-14","LETE","Blue Hole",2014,"inside",2014-07-30,211,2,0,1,0,0,0,0,0,0,0,0,24.17,36.1,48.8,61.6,36.8,0.96,13.81
"I-2039-14","LETE","Blue Hole",2014,"inside",2014-08-01,213,2,0,1,0,0,0,0,0,0,0,0,24.17,36.1,48.8,61.6,36.8,0.96,13.81
"I-2039-14","LETE","Blue Hole",2014,"inside",2014-08-05,217,4,0,1,0,0,0,0,0,0,0,0,24.17,36.1,48.8,61.6,36.8,0.96,13.81
"I-2039-14","LETE","Blue Hole",2014,"inside",2014-08-07,219,2,0,1,0,0,0,0,0,0,0,0,24.17,36.1,48.8,61.6,36.8,0.96,13.81
"I-2039-14","LETE","Blue Hole",2014,"inside",2014-08-11,223,4,0,1,0,0,0,0,0,0,0,0,24.17,36.1,48.8,61.6,36.8,0.96,13.81
"I-2039-14","LETE","Blue Hole",2014,"inside",2014-08-13,225,2,0,1,0,0,0,0,0,0,0,0,24.17,36.1,48.8,61.6,36.8,0.96,13.81
"I-2039-14","LETE","Blue Hole",2014,"inside",2014-08-19,231,6,0,1,0,0,1,0,0,0,0,0,24.17,36.1,48.8,61.6,36.8,0.96,13.81
"I-2039-15","LETE","Blue Hole",2015,"inside",2015-07-20,201,0,0,1,0,0,0,0,0,0,0,0,26.06,39.2,51.7,64.2,39.7,1.01,14.42
"I-2039-15","LETE","Blue Hole",2015,"inside",2015-07-22,203,2,0,1,0,0,0,0,0,0,0,0,26.06,39.2,51.7,64.2,39.7,1.01,14.42
"I-2039-15","LETE","Blue Hole",2015,"inside",2015-07-27,208,5,0,1,0,0,0,0,0,0,0,0,26.06,39.2,51.7,64.2,39.7,1.01,14.42
"I-2039-15","LETE","Blue Hole",2015,"inside",2015-07-29,210,2,0,1,0,0,0,0,0,0,0,0,26.06,39.2,51.7,64.2,39.7,1.01,14.42
"I-2039-15","LETE","Blue Hole",2015,"inside",2015-07-30,211,1,0,1,0,0,0,0,0,0,0,0,26.06,39.2,51.7,64.2,39.7,1.01,14.42
"I-2039-15","LETE","Blue Hole",2015,"inside",2015-08-03,215,4,0,1,0,0,0,0,0,0,0,1,26.06,39.2,51.7,64.2,39.7,1.01,14.42
"I-2040-14","LETE","Blue Hole",2014,"inside",2014-08-01,213,0,0,1,0,0,0,0,0,0,0,0,24.17,36.1,48.8,61.6,36.8,0.96,13.81
"I-2040-14","LETE","Blue Hole",2014,"inside",2014-08-04,216,3,0,1,0,0,0,0,0,0,0,0,24.17,36.1,48.8,61.6,36.8,0.96,13.81
"I-2040-14","LETE","Blue Hole",2014,"inside",2014-08-05,217,1,0,1,0,0,0,0,0,0,0,0,24.17,36.1,48.8,61.6,36.8,0.96,13.81
"I-2040-14","LETE","Blue Hole",2014,"inside",2014-08-07,219,2,0,1,0,0,0,0,0,0,0,0,24.17,36.1,48.8,61.6,36.8,0.96,13.81
"I-2040-14","LETE","Blue Hole",2014,"inside",2014-08-11,223,4,0,1,0,0,0,0,0,0,0,0,24.17,36.1,48.8,61.6,36.8,0.96,13.81
"I-2040-14","LETE","Blue Hole",2014,"inside",2014-08-13,225,2,0,1,0,0,0,0,0,0,0,0,24.17,36.1,48.8,61.6,36.8,0.96,13.81
"I-2040-14","LETE","Blue Hole",2014,"inside",2014-08-19,231,6,0,1,0,0,1,0,0,0,0,0,24.17,36.1,48.8,61.6,36.8,0.96,13.81
"I-2040-15","LETE","Blue Hole",2015,"inside",2015-08-03,215,0,0,1,0,0,0,0,0,0,0,0,26.06,39.2,51.7,64.2,39.7,1.01,14.42
"I-2040-15","LETE","Blue Hole",2015,"inside",2015-08-04,216,1,0,1,0,0,0,0,0,0,0,0,26.06,39.2,51.7,64.2,39.7,1.01,14.42
"I-2040-15","LETE","Blue Hole",2015,"inside",2015-08-06,218,2,0,1,0,0,0,0,0,0,0,0,26.06,39.2,51.7,64.2,39.7,1.01,14.42
"I-2040-15","LETE","Blue Hole",2015,"inside",2015-08-12,224,6,0,1,0,0,0,0,0,0,0,0,26.06,39.2,51.7,64.2,39.7,1.01,14.42
"I-2040-15","LETE","Blue Hole",2015,"inside",2015-08-14,226,2,0,1,0,0,0,0,0,0,0,0,26.06,39.2,51.7,64.2,39.7,1.01,14.42
"I-2040-15","LETE","Blue Hole",2015,"inside",2015-08-18,230,4,0,1,0,0,0,0,0,0,0,0,26.06,39.2,51.7,64.2,39.7,1.01,14.42
"I-2040-15","LETE","Blue Hole",2015,"inside",2015-08-21,233,3,0,1,0,0,0,0,0,0,0,1,26.06,39.2,51.7,64.2,39.7,1.01,14.42
"I-2045-14","LETE","Blue Hole",2014,"inside",2014-08-06,218,0,0,1,0,0,0,0,0,0,0,0,24.17,36.1,48.8,61.6,36.8,0.96,13.81
"I-2045-14","LETE","Blue Hole",2014,"inside",2014-08-07,219,1,0,1,0,0,0,0,0,0,0,0,24.17,36.1,48.8,61.6,36.8,0.96,13.81
"I-2045-14","LETE","Blue Hole",2014,"inside",2014-08-08,220,1,0,1,0,0,0,0,0,0,0,0,24.17,36.1,48.8,61.6,36.8,0.96,13.81
"I-2045-14","LETE","Blue Hole",2014,"inside",2014-08-11,223,3,0,1,0,0,0,0,0,0,0,0,24.17,36.1,48.8,61.6,36.8,0.96,13.81
"I-2045-14","LETE","Blue Hole",2014,"inside",2014-08-13,225,2,0,1,0,0,0,0,0,0,0,0,24.17,36.1,48.8,61.6,36.8,0.96,13.81
"I-2045-14","LETE","Blue Hole",2014,"inside",2014-08-19,231,6,0,1,0,0,0,0,0,0,0,0,24.17,36.1,48.8,61.6,36.8,0.96,13.81
"I-2045-14","LETE","Blue Hole",2014,"inside",2014-08-22,234,3,0,1,0,0,0,0,0,0,0,1,24.17,36.1,48.8,61.6,36.8,0.96,13.81
"I-2050-BH01-14","LETE","Blue Hole",2014,"inside",2014-07-21,202,0,0,1,0,0,0,0,0,0,0,0,24.17,36.1,48.8,61.6,36.8,0.96,13.81
"I-2050-BH01-14","LETE","Blue Hole",2014,"inside",2014-07-24,205,3,0,1,0,0,0,0,0,0,0,1,24.17,36.1,48.8,61.6,36.8,0.96,13.81
"I-4001-13","PIPL","Dyer",2013,"inside",2013-06-15,166,0,0,1,0,0,0,0,0,0,0,0,20.73,36.8,49.6,62.4,37.9,0.93,14.94
"I-4001-13","PIPL","Dyer",2013,"inside",2013-06-17,168,2,0,1,0,0,0,0,0,0,0,0,20.73,36.8,49.6,62.4,37.9,0.93,14.94
"I-4001-13","PIPL","Dyer",2013,"inside",2013-06-21,172,4,0,1,0,0,0,0,0,0,0,0,20.73,36.8,49.6,62.4,37.9,0.93,14.94
"I-4001-13","PIPL","Dyer",2013,"inside",2013-06-26,177,5,0,1,0,0,0,0,0,0,0,0,20.73,36.8,49.6,62.4,37.9,0.93,14.94
"I-4001-13","PIPL","Dyer",2013,"inside",2013-06-28,179,2,0,1,0,0,0,0,0,0,0,0,20.73,36.8,49.6,62.4,37.9,0.93,14.94
"I-4001-13","PIPL","Dyer",2013,"inside",2013-06-29,180,1,0,1,0,0,0,0,0,0,0,0,20.73,36.8,49.6,62.4,37.9,0.93,14.94
"I-4001-13","PIPL","Dyer",2013,"inside",2013-07-01,182,2,0,1,0,0,0,0,0,0,0,0,20.73,36.8,49.6,62.4,37.9,0.93,14.94
"I-4001-13","PIPL","Dyer",2013,"inside",2013-07-01,182,0,0,1,0,0,0,0,0,0,0,0,20.73,36.8,49.6,62.4,37.9,0.93,14.94
"I-4001-13","PIPL","Dyer",2013,"inside",2013-07-05,186,4,0,1,0,0,0,0,0,0,0,0,20.73,36.8,49.6,62.4,37.9,0.93,14.94
"I-4001-13","PIPL","Dyer",2013,"inside",2013-07-09,190,4,0,1,0,0,0,0,0,0,0,0,20.73,36.8,49.6,62.4,37.9,0.93,14.94
"I-4001-13","PIPL","Dyer",2013,"inside",2013-07-11,192,2,0,1,0,0,1,0,0,0,0,0,20.73,36.8,49.6,62.4,37.9,0.93,14.94
"I-4001-14","PIPL","Dyer",2014,"inside",2014-06-03,154,0,0,1,0,0,0,0,0,0,0,1,23.1,35.7,48.6,61.5,37,0.85,13.65
"I-4001-15","PIPL","Dyer",2015,"inside",2015-06-02,153,0,0,1,0,0,0,0,0,0,0,0,27.13,38.9,51.5,64.2,40,0.89,14.33
"I-4001-15","PIPL","Dyer",2015,"inside",2015-06-03,154,1,0,1,0,0,0,0,0,0,0,0,27.13,38.9,51.5,64.2,40,0.89,14.33
"I-4001-15","PIPL","Dyer",2015,"inside",2015-06-04,155,1,0,1,0,0,0,0,0,0,0,0,27.13,38.9,51.5,64.2,40,0.89,14.33
"I-4001-15","PIPL","Dyer",2015,"inside",2015-06-09,160,5,0,1,0,0,0,0,0,0,0,0,27.13,38.9,51.5,64.2,40,0.89,14.33
"I-4001-15","PIPL","Dyer",2015,"inside",2015-06-11,162,2,0,1,0,0,0,0,0,0,0,0,27.13,38.9,51.5,64.2,40,0.89,14.33
"I-4001-15","PIPL","Dyer",2015,"inside",2015-06-17,168,6,0,1,0,0,0,0,0,0,0,0,27.13,38.9,51.5,64.2,40,0.89,14.33
"I-4001-15","PIPL","Dyer",2015,"inside",2015-06-19,170,2,0,1,0,0,0,0,0,0,0,1,27.13,38.9,51.5,64.2,40,0.89,14.33
"I-4001-16","PIPL","Dyer",2016,"inside",2016-06-01,153,0,0,1,0,0,0,0,0,0,0,0,24.04,39.8,52.5,65.2,40.4,1.07,14.9
"I-4001-16","PIPL","Dyer",2016,"inside",2016-06-03,155,2,0,1,0,0,0,0,0,0,0,0,24.04,39.8,52.5,65.2,40.4,1.07,14.9
"I-4001-16","PIPL","Dyer",2016,"inside",2016-06-07,159,4,0,1,0,0,0,0,0,0,0,1,24.04,39.8,52.5,65.2,40.4,1.07,14.9
"I-4002-12","PIPL","Dyer",2012,"inside",2012-06-06,158,0,0,1,0,0,0,0,0,0,0,0,14.23,38.6,53,67.5,38,1.37,18.86
"I-4002-12","PIPL","Dyer",2012,"inside",2012-06-12,164,6,0,1,0,0,0,0,0,0,0,0,14.23,38.6,53,67.5,38,1.37,18.86
"I-4002-12","PIPL","Dyer",2012,"inside",2012-06-14,166,2,0,1,0,0,0,0,0,0,0,0,14.23,38.6,53,67.5,38,1.37,18.86
"I-4002-12","PIPL","Dyer",2012,"inside",2012-06-20,172,6,0,1,0,0,0,0,0,0,0,0,14.23,38.6,53,67.5,38,1.37,18.86
"I-4002-12","PIPL","Dyer",2012,"inside",2012-06-21,173,1,0,1,0,0,0,0,0,0,0,0,14.23,38.6,53,67.5,38,1.37,18.86
"I-4002-12","PIPL","Dyer",2012,"inside",2012-06-22,174,1,0,1,0,0,0,0,0,0,0,0,14.23,38.6,53,67.5,38,1.37,18.86
"I-4002-12","PIPL","Dyer",2012,"inside",2012-06-27,179,5,0,1,0,0,0,0,0,0,0,0,14.23,38.6,53,67.5,38,1.37,18.86
"I-4002-12","PIPL","Dyer",2012,"inside",2012-06-27,179,0,0,1,0,0,0,0,0,0,0,0,14.23,38.6,53,67.5,38,1.37,18.86
"I-4002-12","PIPL","Dyer",2012,"inside",2012-07-05,187,8,0,1,0,0,1,0,0,0,0,0,14.23,38.6,53,67.5,38,1.37,18.86
"I-4002-13","PIPL","Dyer",2013,"inside",2013-06-16,167,0,0,1,0,0,0,0,0,0,0,0,20.73,36.8,49.6,62.4,37.9,0.93,14.94
"I-4002-13","PIPL","Dyer",2013,"inside",2013-06-17,168,1,0,1,0,0,0,0,0,0,0,0,20.73,36.8,49.6,62.4,37.9,0.93,14.94
"I-4002-13","PIPL","Dyer",2013,"inside",2013-06-21,172,4,0,1,0,0,0,0,0,0,0,0,20.73,36.8,49.6,62.4,37.9,0.93,14.94
"I-4002-13","PIPL","Dyer",2013,"inside",2013-06-24,175,3,0,1,0,0,0,0,0,0,0,0,20.73,36.8,49.6,62.4,37.9,0.93,14.94
"I-4002-13","PIPL","Dyer",2013,"inside",2013-06-26,177,2,0,1,0,0,0,0,0,0,0,0,20.73,36.8,49.6,62.4,37.9,0.93,14.94
"I-4002-13","PIPL","Dyer",2013,"inside",2013-06-28,179,2,0,1,0,0,0,0,0,0,0,0,20.73,36.8,49.6,62.4,37.9,0.93,14.94
"I-4002-13","PIPL","Dyer",2013,"inside",2013-07-05,186,7,0,1,0,0,0,0,0,0,0,0,20.73,36.8,49.6,62.4,37.9,0.93,14.94
"I-4002-13","PIPL","Dyer",2013,"inside",2013-07-09,190,4,0,1,0,0,0,0,0,0,0,0,20.73,36.8,49.6,62.4,37.9,0.93,14.94
"I-4002-13","PIPL","Dyer",2013,"inside",2013-07-11,192,2,0,1,0,0,0,0,0,0,0,0,20.73,36.8,49.6,62.4,37.9,0.93,14.94
"I-4002-13","PIPL","Dyer",2013,"inside",2013-07-12,193,1,0,1,0,0,0,0,0,0,0,0,20.73,36.8,49.6,62.4,37.9,0.93,14.94
"I-4002-13","PIPL","Dyer",2013,"inside",2013-07-15,196,3,0,1,0,0,1,0,0,0,0,0,20.73,36.8,49.6,62.4,37.9,0.93,14.94
"I-4002-14","PIPL","Dyer",2014,"inside",2014-06-09,160,0,0,1,0,0,0,0,0,0,0,0,23.1,35.7,48.6,61.5,37,0.85,13.65
"I-4002-14","PIPL","Dyer",2014,"inside",2014-06-10,161,1,0,1,0,0,0,0,0,0,0,0,23.1,35.7,48.6,61.5,37,0.85,13.65
"I-4002-14","PIPL","Dyer",2014,"inside",2014-06-11,162,1,0,1,0,0,0,0,0,0,0,0,23.1,35.7,48.6,61.5,37,0.85,13.65
"I-4002-14","PIPL","Dyer",2014,"inside",2014-06-12,163,1,0,1,0,0,0,0,0,0,0,0,23.1,35.7,48.6,61.5,37,0.85,13.65
"I-4002-14","PIPL","Dyer",2014,"inside",2014-06-13,164,1,0,1,0,0,0,0,0,0,0,0,23.1,35.7,48.6,61.5,37,0.85,13.65
"I-4002-14","PIPL","Dyer",2014,"inside",2014-06-18,169,5,0,1,0,0,0,0,0,0,0,0,23.1,35.7,48.6,61.5,37,0.85,13.65
"I-4002-14","PIPL","Dyer",2014,"inside",2014-06-20,171,2,0,1,0,0,0,0,0,0,0,0,23.1,35.7,48.6,61.5,37,0.85,13.65
"I-4002-14","PIPL","Dyer",2014,"inside",2014-06-23,174,3,0,1,0,0,0,0,0,0,0,0,23.1,35.7,48.6,61.5,37,0.85,13.65
"I-4002-14","PIPL","Dyer",2014,"inside",2014-06-25,176,2,0,1,0,0,0,0,0,0,0,0,23.1,35.7,48.6,61.5,37,0.85,13.65
"I-4002-14","PIPL","Dyer",2014,"inside",2014-06-27,178,2,0,1,0,0,0,0,0,0,0,0,23.1,35.7,48.6,61.5,37,0.85,13.65
"I-4002-14","PIPL","Dyer",2014,"inside",2014-06-30,181,3,0,1,0,0,0,0,0,0,0,0,23.1,35.7,48.6,61.5,37,0.85,13.65
"I-4002-14","PIPL","Dyer",2014,"inside",2014-07-02,183,2,0,1,0,0,0,0,0,0,0,0,23.1,35.7,48.6,61.5,37,0.85,13.65
"I-4002-14","PIPL","Dyer",2014,"inside",2014-07-07,188,5,0,1,0,0,1,0,0,0,0,0,23.1,35.7,48.6,61.5,37,0.85,13.65
"I-4002-16","PIPL","Dyer",2016,"inside",2016-06-21,173,0,0,1,0,0,0,0,0,0,0,0,24.04,39.8,52.5,65.2,40.4,1.07,14.9
"I-4002-16","PIPL","Dyer",2016,"inside",2016-06-24,176,3,0,1,0,0,0,0,0,0,0,0,24.04,39.8,52.5,65.2,40.4,1.07,14.9
"I-4002-16","PIPL","Dyer",2016,"inside",2016-06-28,180,4,0,1,0,0,0,0,0,0,0,1,24.04,39.8,52.5,65.2,40.4,1.07,14.9
"I-4003-12","PIPL","Dyer",2012,"inside",2012-06-12,164,0,0,1,0,0,0,0,0,0,0,0,14.23,38.6,53,67.5,38,1.37,18.86
"I-4003-12","PIPL","Dyer",2012,"inside",2012-06-14,166,2,0,1,0,0,0,0,0,0,0,0,14.23,38.6,53,67.5,38,1.37,18.86
"I-4003-12","PIPL","Dyer",2012,"inside",2012-06-20,172,6,0,1,0,0,0,0,0,0,0,0,14.23,38.6,53,67.5,38,1.37,18.86
